-0.500, -1.434e-3
-0.499, -1.229e-3
-0.498, -1.092e-3
-0.497, -9.861e-4
-0.496, -9.028e-4
-0.495, -8.339e-4
-0.494, -7.722e-4
-0.493, -7.174e-4
-0.492, -6.692e-4
-0.491, -6.283e-4
-0.490, -5.903e-4
-0.489, -5.547e-4
-0.488, -5.223e-4
-0.487, -4.908e-4
-0.486, -4.624e-4
-0.485, -4.378e-4
-0.484, -4.152e-4
-0.483, -3.954e-4
-0.482, -3.762e-4
-0.481, -3.579e-4
-0.480, -3.416e-4
-0.479, -3.263e-4
-0.478, -3.123e-4
-0.477, -2.992e-4
-0.476, -2.861e-4
-0.475, -2.744e-4
-0.474, -2.625e-4
-0.473, -2.507e-4
-0.472, -2.411e-4
-0.471, -2.306e-4
-0.470, -2.208e-4
-0.469, -2.123e-4
-0.468, -2.035e-4
-0.467, -1.952e-4
-0.466, -1.870e-4
-0.465, -1.792e-4
-0.464, -1.724e-4
-0.463, -1.651e-4
-0.462, -1.583e-4
-0.461, -1.511e-4
-0.460, -1.446e-4
-0.459, -1.390e-4
-0.458, -1.332e-4
-0.457, -1.271e-4
-0.456, -1.223e-4
-0.455, -1.164e-4
-0.454, -1.112e-4
-0.453, -1.067e-4
-0.452, -1.015e-4
-0.451, -9.725e-5
-0.450, -9.254e-5
-0.449, -8.769e-5
-0.448, -8.354e-5
-0.447, -7.939e-5
-0.446, -7.536e-5
-0.445, -7.171e-5
-0.444, -6.749e-5
-0.443, -6.422e-5
-0.442, -6.045e-5
-0.441, -5.655e-5
-0.440, -5.409e-5
-0.439, -5.032e-5
-0.438, -4.692e-5
-0.437, -4.403e-5
-0.436, -4.019e-5
-0.435, -3.692e-5
-0.434, -3.421e-5
-0.433, -3.119e-5
-0.432, -2.886e-5
-0.431, -2.578e-5
-0.430, -2.326e-5
-0.429, -2.050e-5
-0.428, -1.773e-5
-0.427, -1.571e-5
-0.426, -1.320e-5
-0.425, -1.005e-5
-0.424, -8.541e-6
-0.423, -5.647e-6
-0.422, -3.067e-6
-0.421, -1.494e-6
-0.420, 9.595e-7
-0.419, 2.721e-6
-0.418, 4.797e-6
-0.417, 7.566e-6
-0.416, 9.076e-6
-0.415, 1.115e-5
-0.414, 1.310e-5
-0.413, 1.449e-5
-0.412, 1.700e-5
-0.411, 1.826e-5
-0.410, 2.097e-5
-0.409, 2.330e-5
-0.408, 2.436e-5
-0.407, 2.638e-5
-0.406, 2.776e-5
-0.405, 2.927e-5
-0.404, 3.122e-5
-0.403, 3.273e-5
-0.402, 3.418e-5
-0.401, 3.613e-5
-0.400, 3.726e-5
-0.399, 3.890e-5
-0.398, 4.016e-5
-0.397, 4.192e-5
-0.396, 4.362e-5
-0.395, 4.456e-5
-0.394, 4.582e-5
-0.393, 4.733e-5
-0.392, 4.802e-5
-0.391, 4.959e-5
-0.390, 5.123e-5
-0.389, 5.211e-5
-0.388, 5.394e-5
-0.387, 5.488e-5
-0.386, 5.601e-5
-0.385, 5.752e-5
-0.384, 5.891e-5
-0.383, 6.029e-5
-0.382, 6.142e-5
-0.381, 6.243e-5
-0.380, 6.388e-5
-0.379, 6.444e-5
-0.378, 6.570e-5
-0.377, 6.759e-5
-0.376, 6.778e-5
-0.375, 6.897e-5
-0.374, 7.023e-5
-0.373, 7.086e-5
-0.372, 7.231e-5
-0.371, 7.369e-5
-0.370, 7.419e-5
-0.369, 7.570e-5
-0.368, 7.615e-5
-0.367, 7.740e-5
-0.366, 7.828e-5
-0.365, 7.942e-5
-0.364, 8.086e-5
-0.363, 8.124e-5
-0.362, 8.206e-5
-0.361, 8.344e-5
-0.360, 8.370e-5
-0.359, 8.533e-5
-0.358, 8.716e-5
-0.357, 8.753e-5
-0.356, 8.860e-5
-0.355, 8.917e-5
-0.354, 8.999e-5
-0.353, 9.131e-5
-0.352, 9.187e-5
-0.351, 9.250e-5
-0.350, 9.351e-5
-0.349, 9.401e-5
-0.348, 9.534e-5
-0.347, 9.515e-5
-0.346, 9.653e-5
-0.345, 9.817e-5
-0.344, 9.823e-5
-0.343, 9.930e-5
-0.342, 9.993e-5
-0.341, 1.001e-4
-0.340, 1.014e-4
-0.339, 1.024e-4
-0.338, 1.030e-4
-0.337, 1.041e-4
-0.336, 1.041e-4
-0.335, 1.047e-4
-0.334, 1.060e-4
-0.333, 1.066e-4
-0.332, 1.082e-4
-0.331, 1.081e-4
-0.330, 1.086e-4
-0.329, 1.099e-4
-0.328, 1.097e-4
-0.327, 1.112e-4
-0.326, 1.119e-4
-0.325, 1.121e-4
-0.324, 1.131e-4
-0.323, 1.133e-4
-0.322, 1.138e-4
-0.321, 1.153e-4
